,O*NET-SOC Code,Title,Element Name,ability_score
7329,39-3092.00,Costume Attendants,Problem Sensitivity,-0.901456250913877
7330,39-3092.00,Costume Attendants,Selective Attention,-0.5514588031682172
7332,39-3092.00,Costume Attendants,Speed of Closure,-1.379512688601729
7333,39-3092.00,Costume Attendants,Time Sharing,-2.1563967964966686
7335,39-3092.00,Costume Attendants,Written Comprehension,-1.0141676520456009
7336,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Deductive Reasoning,-1.4285784706074962
7340,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Mathematical Reasoning,-1.6240456560305228
7341,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Memorization,-2.120177449086866
7342,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Perceptual Speed,-2.801793581993121
7343,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Problem Sensitivity,-1.2884312629526706
7344,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Selective Attention,-2.6751563056039127
7346,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Speed of Closure,-2.1467194881647145
7347,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Time Sharing,-1.8960847354825852
7349,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Written Comprehension,-1.1655190496913503
7350,39-4011.00,Embalmers,Deductive Reasoning,-0.6858261643598863
7354,39-4011.00,Embalmers,Mathematical Reasoning,-0.9757767804095299
7355,39-4011.00,Embalmers,Memorization,-1.3209976775767622
7356,39-4011.00,Embalmers,Perceptual Speed,-1.146384593789155
7357,39-4011.00,Embalmers,Problem Sensitivity,-0.36576330693327186
7358,39-4011.00,Embalmers,Selective Attention,-1.6316152914760282
7360,39-4011.00,Embalmers,Speed of Closure,-1.596135784948925
7361,39-4011.00,Embalmers,Time Sharing,-0.9168775326346085
7363,39-4011.00,Embalmers,Written Comprehension,-0.7808342473417375
7364,39-4021.00,Funeral Attendants,Deductive Reasoning,-1.152887035368605
7368,39-4021.00,Funeral Attendants,Mathematical Reasoning,-1.3003574684227794
7369,39-4021.00,Funeral Attendants,Memorization,-1.08913687966951
7370,39-4021.00,Funeral Attendants,Perceptual Speed,-2.4503174927545333
7371,39-4021.00,Funeral Attendants,Problem Sensitivity,-1.1965526121141108
7372,39-4021.00,Funeral Attendants,Selective Attention,-2.839925939413579
7374,39-4021.00,Funeral Attendants,Speed of Closure,-1.9391223541653184
7375,39-4021.00,Funeral Attendants,Time Sharing,-1.0663400410001946
7377,39-4021.00,Funeral Attendants,Written Comprehension,-0.9384919532227263
7378,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Deductive Reasoning,-0.48843372862798334
7382,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Mathematical Reasoning,0.03853786963187496
7383,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Memorization,-0.2776240869941274
7384,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Perceptual Speed,-1.4002284360170236
7385,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Problem Sensitivity,-0.12516672415290103
7386,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Selective Attention,0.12592746916040956
7388,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Speed of Closure,-0.5646488078423607
7389,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Time Sharing,1.0324259509258522
7391,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Written Comprehension,-0.37092421205116605
7392,39-5011.00,Barbers,Deductive Reasoning,-1.152887035368605
7396,39-5011.00,Barbers,Mathematical Reasoning,-1.3279526160957251
7397,39-5011.00,Barbers,Memorization,-1.4393946807634443
7398,39-5011.00,Barbers,Perceptual Speed,-2.272409842646112
7399,39-5011.00,Barbers,Problem Sensitivity,-1.1965526121141108
7400,39-5011.00,Barbers,Selective Attention,0.12592746916040956
7402,39-5011.00,Barbers,Speed of Closure,-1.4672450426223436
7403,39-5011.00,Barbers,Time Sharing,-0.29760598581798003
7405,39-5011.00,Barbers,Written Comprehension,-1.1655190496913503
7406,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Deductive Reasoning,-0.8832186000917897
7410,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Mathematical Reasoning,-0.6201274296316354
7411,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Memorization,-0.8276768309655872
7412,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Perceptual Speed,-0.6278488818877812
7413,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Problem Sensitivity,-0.9056035511253395
7414,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Selective Attention,-0.3134582209986992
7416,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Speed of Closure,-0.44983856677834677
7417,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Time Sharing,1.0324259509258522
7419,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Written Comprehension,-0.9384919532227263
7420,39-5091.00,"Makeup Artists, Theatrical and Performance",Deductive Reasoning,-0.4719843589836582
7424,39-5091.00,"Makeup Artists, Theatrical and Performance",Mathematical Reasoning,-0.6139522916908361
7425,39-5091.00,"Makeup Artists, Theatrical and Performance",Memorization,-0.42192043462789586
7426,39-5091.00,"Makeup Artists, Theatrical and Performance",Perceptual Speed,-0.34363056281213333
7427,39-5091.00,"Makeup Artists, Theatrical and Performance",Problem Sensitivity,-0.5731283175064096
7428,39-5091.00,"Makeup Artists, Theatrical and Performance",Selective Attention,1.1175965615333996
7430,39-5091.00,"Makeup Artists, Theatrical and Performance",Speed of Closure,-0.15649479047485304
7431,39-5091.00,"Makeup Artists, Theatrical and Performance",Time Sharing,-0.7789121402971441
7433,39-5091.00,"Makeup Artists, Theatrical and Performance",Written Comprehension,-0.6231765414607485
7434,39-5092.00,Manicurists and Pedicurists,Deductive Reasoning,-1.7461778383556226
7438,39-5092.00,Manicurists and Pedicurists,Mathematical Reasoning,-1.572931916590862
7439,39-5092.00,Manicurists and Pedicurists,Memorization,-2.1596431168157597
7440,39-5092.00,Manicurists and Pedicurists,Perceptual Speed,-1.7343476813425949
7441,39-5092.00,Manicurists and Pedicurists,Problem Sensitivity,-1.6657824116802489
7442,39-5092.00,Manicurists and Pedicurists,Selective Attention,-1.6316152914760282
7444,39-5092.00,Manicurists and Pedicurists,Speed of Closure,-1.2621751780803314
7445,39-5092.00,Manicurists and Pedicurists,Time Sharing,-0.8114511479239048
7447,39-5092.00,Manicurists and Pedicurists,Written Comprehension,-1.6479516296871763
7448,39-5093.00,Shampooers,Deductive Reasoning,-1.5956028393037218
7452,39-5093.00,Shampooers,Mathematical Reasoning,-1.4063479219847754
7453,39-5093.00,Shampooers,Memorization,-1.8164891359130266
7454,39-5093.00,Shampooers,Perceptual Speed,-2.1484819771071733
7455,39-5093.00,Shampooers,Problem Sensitivity,-1.8485560588200336
7456,39-5093.00,Shampooers,Selective Attention,-1.5919485277811083
7458,39-5093.00,Shampooers,Speed of Closure,-1.751833635448472
7459,39-5093.00,Shampooers,Time Sharing,-0.602659182318859
7461,39-5093.00,Shampooers,Written Comprehension,-1.4535071257672898
7462,39-5094.00,Skincare Specialists,Deductive Reasoning,-0.5947219632528542
7466,39-5094.00,Skincare Specialists,Mathematical Reasoning,-1.4063479219847754
7467,39-5094.00,Skincare Specialists,Memorization,-1.4393946807634443
7468,39-5094.00,Skincare Specialists,Perceptual Speed,-1.4045676469952781
7469,39-5094.00,Skincare Specialists,Problem Sensitivity,-0.901456250913877
7470,39-5094.00,Skincare Specialists,Selective Attention,-0.35007369517862524
7472,39-5094.00,Skincare Specialists,Speed of Closure,-1.1674025734284332
7473,39-5094.00,Skincare Specialists,Time Sharing,-1.0717632089379883
7475,39-5094.00,Skincare Specialists,Written Comprehension,-0.698852240283623
7476,39-6011.00,Baggage Porters and Bellhops,Deductive Reasoning,-1.6120522089480473
7480,39-6011.00,Baggage Porters and Bellhops,Mathematical Reasoning,-0.9178848622145388
7481,39-6011.00,Baggage Porters and Bellhops,Memorization,-0.8276768309655872
7482,39-6011.00,Baggage Porters and Bellhops,Perceptual Speed,-0.7642736750440927
7483,39-6011.00,Baggage Porters and Bellhops,Problem Sensitivity,-1.3002351174006797
7484,39-6011.00,Baggage Porters and Bellhops,Selective Attention,-0.3134582209986992
7486,39-6011.00,Baggage Porters and Bellhops,Speed of Closure,-1.036526119385336
7487,39-6011.00,Baggage Porters and Bellhops,Time Sharing,1.0324259509258522
7489,39-6011.00,Baggage Porters and Bellhops,Written Comprehension,-1.0868163229155607
7490,39-6012.00,Concierges,Deductive Reasoning,-0.5947219632528542
7494,39-6012.00,Concierges,Mathematical Reasoning,-0.7345604545970674
7495,39-6012.00,Concierges,Memorization,0.803044559592313
7496,39-6012.00,Concierges,Perceptual Speed,-1.7343476813425949
7497,39-6012.00,Concierges,Problem Sensitivity,-0.5904087350541709
7498,39-6012.00,Concierges,Selective Attention,-0.9813244700405457
7500,39-6012.00,Concierges,Speed of Closure,-0.6890265689950422
7501,39-6012.00,Concierges,Time Sharing,-0.6704487815412764
7503,39-6012.00,Concierges,Written Comprehension,-1.0141676520456009
7504,39-7011.00,Tour Guides and Escorts,Deductive Reasoning,-1.152887035368605
7508,39-7011.00,Tour Guides and Escorts,Mathematical Reasoning,-1.1591011880270012
7509,39-7011.00,Tour Guides and Escorts,Memorization,0.8113816819000417
7510,39-7011.00,Tour Guides and Escorts,Perceptual Speed,-2.272409842646112
7511,39-7011.00,Tour Guides and Escorts,Problem Sensitivity,-1.1008456841572785
7512,39-7011.00,Tour Guides and Escorts,Selective Attention,-1.6316152914760282
7514,39-7011.00,Tour Guides and Escorts,Speed of Closure,-1.4878242367753272
7515,39-7011.00,Tour Guides and Escorts,Time Sharing,0.07523680990531637
7517,39-7011.00,Tour Guides and Escorts,Written Comprehension,-0.7841135276240618
7518,39-7012.00,Travel Guides,Deductive Reasoning,-0.5789052616717723
7522,39-7012.00,Travel Guides,Mathematical Reasoning,-0.6139522916908361
7523,39-7012.00,Travel Guides,Memorization,0.3094277204731711
7524,39-7012.00,Travel Guides,Perceptual Speed,-0.34363056281213333
7525,39-7012.00,Travel Guides,Problem Sensitivity,-0.45631269488354237
7526,39-7012.00,Travel Guides,Selective Attention,-0.3134582209986992
7528,39-7012.00,Travel Guides,Speed of Closure,-0.33502832571433316
7529,39-7012.00,Travel Guides,Time Sharing,1.2276599966864143
7531,39-7012.00,Travel Guides,Written Comprehension,0.12214500783476384
7532,39-9011.00,Childcare Workers,Deductive Reasoning,-0.8832186000917897
7536,39-9011.00,Childcare Workers,Mathematical Reasoning,-0.7924523727920584
7537,39-9011.00,Childcare Workers,Memorization,0.46699439888078076
7538,39-9011.00,Childcare Workers,Perceptual Speed,-0.7642736750440927
7539,39-9011.00,Childcare Workers,Problem Sensitivity,-0.24065308388747914
7540,39-9011.00,Childcare Workers,Selective Attention,0.12592746916040956
7542,39-9011.00,Childcare Workers,Speed of Closure,0.40988434684958647
7543,39-9011.00,Childcare Workers,Time Sharing,1.0324259509258522
7545,39-9011.00,Childcare Workers,Written Comprehension,-0.7841135276240618
7546,39-9011.01,Nannies,Deductive Reasoning,-0.2745919232517548
7550,39-9011.01,Nannies,Mathematical Reasoning,-1.45714808020088
7551,39-9011.01,Nannies,Memorization,0.6350194792365467
7552,39-9011.01,Nannies,Perceptual Speed,-1.012129406121971
7553,39-9011.01,Nannies,Problem Sensitivity,0.632513122172024
7554,39-9011.01,Nannies,Selective Attention,0.12592746916040956
7556,39-9011.01,Nannies,Speed of Closure,0.40988434684958647
7557,39-9011.01,Nannies,Time Sharing,1.0324259509258522
7559,39-9011.01,Nannies,Written Comprehension,-0.698852240283623
7560,39-9031.00,Exercise Trainers and Group Fitness Instructors,Deductive Reasoning,-0.9743228011988218
7564,39-9031.00,Exercise Trainers and Group Fitness Instructors,Mathematical Reasoning,-1.245939065319488
7565,39-9031.00,Exercise Trainers and Group Fitness Instructors,Memorization,-0.42192043462789586
7566,39-9031.00,Exercise Trainers and Group Fitness Instructors,Perceptual Speed,-1.7343476813425949
7567,39-9031.00,Exercise Trainers and Group Fitness Instructors,Problem Sensitivity,-1.1008456841572785
7568,39-9031.00,Exercise Trainers and Group Fitness Instructors,Selective Attention,-0.0937653759191448
7570,39-9031.00,Exercise Trainers and Group Fitness Instructors,Speed of Closure,-1.036526119385336
7571,39-9031.00,Exercise Trainers and Group Fitness Instructors,Time Sharing,0.8450012669957117
7573,39-9031.00,Exercise Trainers and Group Fitness Instructors,Written Comprehension,-0.9384919532227263
7574,39-9032.00,Recreation Workers,Deductive Reasoning,-0.5789052616717723
7578,39-9032.00,Recreation Workers,Mathematical Reasoning,-0.6139522916908361
7579,39-9032.00,Recreation Workers,Memorization,-0.9460738341522693
7580,39-9032.00,Recreation Workers,Perceptual Speed,-0.9120672009634295
7581,39-9032.00,Recreation Workers,Problem Sensitivity,-0.4908735299790646
7582,39-9032.00,Recreation Workers,Selective Attention,-0.0937653759191448
7584,39-9032.00,Recreation Workers,Speed of Closure,0.25617220806655566
7585,39-9032.00,Recreation Workers,Time Sharing,1.0324259509258522
7587,39-9032.00,Recreation Workers,Written Comprehension,-0.5212245583243759
7588,39-9041.00,Residential Advisors,Deductive Reasoning,-0.4719843589836582
7592,39-9041.00,Residential Advisors,Mathematical Reasoning,-0.7345604545970674
7593,39-9041.00,Residential Advisors,Memorization,-0.9460738341522693
7594,39-9041.00,Residential Advisors,Perceptual Speed,-1.300426583517178
7595,39-9041.00,Residential Advisors,Problem Sensitivity,0.35602644140784107
7596,39-9041.00,Residential Advisors,Selective Attention,-0.5514588031682172
7598,39-9041.00,Residential Advisors,Speed of Closure,-0.44983856677834677
7599,39-9041.00,Residential Advisors,Time Sharing,-0.34202173122850804
7601,39-9041.00,Residential Advisors,Written Comprehension,-0.16596919440588095
7602,41-1011.00,First-Line Supervisors of Retail Sales Workers,Deductive Reasoning,-0.3936853594766695
7606,41-1011.00,First-Line Supervisors of Retail Sales Workers,Mathematical Reasoning,0.12069615020359974
7607,41-1011.00,First-Line Supervisors of Retail Sales Workers,Memorization,0.8113816819000417
7608,41-1011.00,First-Line Supervisors of Retail Sales Workers,Perceptual Speed,-0.4914240887314701
7609,41-1011.00,First-Line Supervisors of Retail Sales Workers,Problem Sensitivity,-0.36576330693327186
7610,41-1011.00,First-Line Supervisors of Retail Sales Workers,Selective Attention,-0.5514588031682172
7612,41-1011.00,First-Line Supervisors of Retail Sales Workers,Speed of Closure,0.5635964856326175
7613,41-1011.00,First-Line Supervisors of Retail Sales Workers,Time Sharing,-0.10372773204186596
7615,41-1011.00,First-Line Supervisors of Retail Sales Workers,Written Comprehension,-0.698852240283623
7616,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Deductive Reasoning,0.4302002992012578
7620,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Mathematical Reasoning,0.6486704441419178
7621,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Memorization,0.6350194792365467
7622,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Perceptual Speed,-0.34363056281213333
7623,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Problem Sensitivity,-0.5904087350541709
7624,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Selective Attention,-0.9710111114798667
7626,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Speed of Closure,-0.6935395501689425
7627,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Time Sharing,-0.4562336479984368
7629,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Written Comprehension,0.32276969382518483
7630,41-2011.00,Cashiers,Deductive Reasoning,-1.5147731675437603
7634,41-2011.00,Cashiers,Mathematical Reasoning,-0.5512360469795959
7635,41-2011.00,Cashiers,Memorization,-0.011230829824092433
7636,41-2011.00,Cashiers,Perceptual Speed,-1.146384593789155
7637,41-2011.00,Cashiers,Problem Sensitivity,-1.3002351174006797
7638,41-2011.00,Cashiers,Selective Attention,-0.752843911157809
7640,41-2011.00,Cashiers,Speed of Closure,-1.1448376675589338
7641,41-2011.00,Cashiers,Time Sharing,0.6419578594047268
7643,41-2011.00,Cashiers,Written Comprehension,-0.8628162543998518
7644,41-2012.00,Gambling Change Persons and Booth Cashiers,Deductive Reasoning,-1.0654270023058539
7648,41-2012.00,Gambling Change Persons and Booth Cashiers,Mathematical Reasoning,0.09175019110610422
7649,41-2012.00,Gambling Change Persons and Booth Cashiers,Memorization,-0.5662167822616644
7650,41-2012.00,Gambling Change Persons and Booth Cashiers,Perceptual Speed,0.4352578077844902
7651,41-2012.00,Gambling Change Persons and Booth Cashiers,Problem Sensitivity,-0.901456250913877
7652,41-2012.00,Gambling Change Persons and Booth Cashiers,Selective Attention,-0.5243633522750724
7654,41-2012.00,Gambling Change Persons and Booth Cashiers,Speed of Closure,-0.8134043301477238
7655,41-2012.00,Gambling Change Persons and Booth Cashiers,Time Sharing,-0.29760598581798003
7657,41-2012.00,Gambling Change Persons and Booth Cashiers,Written Comprehension,-0.9415189811756414
7658,41-2021.00,Counter and Rental Clerks,Deductive Reasoning,-1.152887035368605
7662,41-2021.00,Counter and Rental Clerks,Mathematical Reasoning,-0.19529723661072626
7663,41-2021.00,Counter and Rental Clerks,Memorization,-0.43025755693562456
7664,41-2021.00,Counter and Rental Clerks,Perceptual Speed,-0.9402720723220818
7665,41-2021.00,Counter and Rental Clerks,Problem Sensitivity,-1.2125037667735832
7666,41-2021.00,Counter and Rental Clerks,Selective Attention,-0.0937653759191448
7668,41-2021.00,Counter and Rental Clerks,Speed of Closure,-0.9282145712117378
7669,41-2021.00,Counter and Rental Clerks,Time Sharing,-0.6409467479596802
7671,41-2021.00,Counter and Rental Clerks,Written Comprehension,-0.698852240283623
7672,41-2022.00,Parts Salespersons,Deductive Reasoning,-0.9743228011988218
7676,41-2022.00,Parts Salespersons,Mathematical Reasoning,-0.20689974188230564
7677,41-2022.00,Parts Salespersons,Memorization,0.803044559592313
7678,41-2022.00,Parts Salespersons,Perceptual Speed,0.4352578077844902
7679,41-2022.00,Parts Salespersons,Problem Sensitivity,-1.005138756200446
7680,41-2022.00,Parts Salespersons,Selective Attention,-0.0937653759191448
7682,41-2022.00,Parts Salespersons,Speed of Closure,0.9015285159342428
7683,41-2022.00,Parts Salespersons,Time Sharing,0.44807960562861276
7685,41-2022.00,Parts Salespersons,Written Comprehension,-0.2684467032285235
7686,41-2031.00,Retail Salespersons,Deductive Reasoning,-1.0654270023058539
7690,41-2031.00,Retail Salespersons,Mathematical Reasoning,-0.2774555171824508
7691,41-2031.00,Retail Salespersons,Memorization,0.13306551780967604
7692,41-2031.00,Retail Salespersons,Perceptual Speed,-1.1702502541695525
7693,41-2031.00,Retail Salespersons,Problem Sensitivity,-0.7977737456273082
7694,41-2031.00,Retail Salespersons,Selective Attention,-0.9813244700405457
7696,41-2031.00,Retail Salespersons,Speed of Closure,-0.8134043301477238
7697,41-2031.00,Retail Salespersons,Time Sharing,0.07523680990531637
7699,41-2031.00,Retail Salespersons,Written Comprehension,-0.9384919532227263
7700,41-3011.00,Advertising Sales Agents,Deductive Reasoning,-0.3936853594766695
7704,41-3011.00,Advertising Sales Agents,Mathematical Reasoning,0.21100754258778562
7705,41-3011.00,Advertising Sales Agents,Memorization,0.6029536242068201
7706,41-3011.00,Advertising Sales Agents,Perceptual Speed,-0.34363056281213333
7707,41-3011.00,Advertising Sales Agents,Problem Sensitivity,-0.9056035511253395
7708,41-3011.00,Advertising Sales Agents,Selective Attention,-0.3134582209986992
7710,41-3011.00,Advertising Sales Agents,Speed of Closure,0.40988434684958647
7711,41-3011.00,Advertising Sales Agents,Time Sharing,0.8450012669957117
7713,41-3011.00,Advertising Sales Agents,Written Comprehension,0.3342051327584191
7714,41-3021.00,Insurance Sales Agents,Deductive Reasoning,-0.2745919232517548
7718,41-3021.00,Insurance Sales Agents,Mathematical Reasoning,0.5583590517577315
7719,41-3021.00,Insurance Sales Agents,Memorization,-0.14442745840910992
7720,41-3021.00,Insurance Sales Agents,Perceptual Speed,-0.9120672009634295
7721,41-3021.00,Insurance Sales Agents,Problem Sensitivity,-0.4694458122198407
7722,41-3021.00,Insurance Sales Agents,Selective Attention,-1.3905634197915164
7724,41-3021.00,Insurance Sales Agents,Speed of Closure,-0.44983856677834677
7725,41-3021.00,Insurance Sales Agents,Time Sharing,-0.2715205480371939
7727,41-3021.00,Insurance Sales Agents,Written Comprehension,0.5329799683331701
7728,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Deductive Reasoning,0.781331074301278
7732,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Mathematical Reasoning,0.950335581202983
7733,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Memorization,0.47222359985485884
7734,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Perceptual Speed,0.2530109466978151
7735,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Problem Sensitivity,-0.004203801318570839
7736,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Selective Attention,-0.9813244700405457
7738,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Speed of Closure,1.3530974121946682
7739,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Time Sharing,-0.10372773204186596
7741,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Written Comprehension,0.30477569432730145
7742,41-3041.00,Travel Agents,Deductive Reasoning,-0.29104129289607994
7746,41-3041.00,Travel Agents,Mathematical Reasoning,-0.31001972116713344
7747,41-3041.00,Travel Agents,Memorization,0.9877438845635367
7748,41-3041.00,Travel Agents,Perceptual Speed,-1.6302066178644947
7749,41-3041.00,Travel Agents,Problem Sensitivity,-0.8137249002867804
7750,41-3041.00,Travel Agents,Selective Attention,-1.0545554184003973
7752,41-3041.00,Travel Agents,Speed of Closure,-0.8108770606903402
7753,41-3041.00,Travel Agents,Time Sharing,0.8450012669957117
7755,41-3041.00,Travel Agents,Written Comprehension,0.2281750702965913
7756,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Deductive Reasoning,0.18472509066286577
7760,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Mathematical Reasoning,0.21100754258778562
7761,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Memorization,1.6981259036836285
7762,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Perceptual Speed,-1.1702502541695525
7763,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Problem Sensitivity,-0.4908735299790646
7764,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Selective Attention,-1.8101157281031661
7766,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Speed of Closure,0.9015285159342428
7767,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Time Sharing,-0.6409467479596802
7769,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Written Comprehension,0.43207903656933705
7770,41-4011.07,Solar Sales Representatives and Assessors,Deductive Reasoning,-0.1554984870268401
7774,41-4011.07,Solar Sales Representatives and Assessors,Mathematical Reasoning,0.3013189349719715
7775,41-4011.07,Solar Sales Representatives and Assessors,Memorization,-0.12499061705262979
7776,41-4011.07,Solar Sales Representatives and Assessors,Perceptual Speed,-0.9120672009634295
7777,41-4011.07,Solar Sales Representatives and Assessors,Problem Sensitivity,-0.5731283175064096
7778,41-4011.07,Solar Sales Representatives and Assessors,Selective Attention,-0.752843911157809
7780,41-4011.07,Solar Sales Representatives and Assessors,Speed of Closure,0.5712234238165083
7781,41-4011.07,Solar Sales Representatives and Assessors,Time Sharing,-1.353767941703245
7783,41-4011.07,Solar Sales Representatives and Assessors,Written Comprehension,0.02322005265130617
7784,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Deductive Reasoning,-0.6858261643598863
7788,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Mathematical Reasoning,-0.33308000191480486
7789,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Memorization,-0.42192043462789586
7790,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Perceptual Speed,-1.5198170905777084
7791,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Problem Sensitivity,-0.7977737456273082
7792,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Selective Attention,-2.1293416371618195
7794,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Speed of Closure,-0.8134043301477238
7795,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Time Sharing,-1.0663400410001946
7797,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Written Comprehension,0.2281750702965913
7798,41-9011.00,Demonstrators and Product Promoters,Deductive Reasoning,-0.8832186000917897
7802,41-9011.00,Demonstrators and Product Promoters,Mathematical Reasoning,-0.6153031031153857
7803,41-9011.00,Demonstrators and Product Promoters,Memorization,0.803044559592313
7804,41-9011.00,Demonstrators and Product Promoters,Perceptual Speed,-0.486824525094521
7805,41-9011.00,Demonstrators and Product Promoters,Problem Sensitivity,-1.1008456841572785
7806,41-9011.00,Demonstrators and Product Promoters,Selective Attention,-0.3134582209986992
7808,41-9011.00,Demonstrators and Product Promoters,Speed of Closure,-0.8108770606903402
7809,41-9011.00,Demonstrators and Product Promoters,Time Sharing,0.8209224013519092
7811,41-9011.00,Demonstrators and Product Promoters,Written Comprehension,-0.9384919532227263
7812,41-9012.00,Models,Deductive Reasoning,-2.23965892768538
7816,41-9012.00,Models,Mathematical Reasoning,-1.3555477637686708
7817,41-9012.00,Models,Memorization,-1.9524483612390664
7818,41-9012.00,Models,Perceptual Speed,-3.242483848944614
7819,41-9012.00,Models,Problem Sensitivity,-2.2971822836176865
7820,41-9012.00,Models,Selective Attention,-1.988616164730304
7822,41-9012.00,Models,Speed of Closure,-2.7006879272609288
7823,41-9012.00,Models,Time Sharing,-1.2158025493657807
7825,41-9012.00,Models,Written Comprehension,-1.7047084038043325
7826,41-9021.00,Real Estate Brokers,Deductive Reasoning,0.4124855934304464
7830,41-9021.00,Real Estate Brokers,Mathematical Reasoning,0.21100754258778562
7831,41-9021.00,Real Estate Brokers,Memorization,-0.9460738341522693
7832,41-9021.00,Real Estate Brokers,Perceptual Speed,-1.6302066178644947
7833,41-9021.00,Real Estate Brokers,Problem Sensitivity,-0.34848288938551053
7834,41-9021.00,Real Estate Brokers,Selective Attention,-2.6812588846339005
7836,41-9021.00,Real Estate Brokers,Speed of Closure,-1.713473295470323
7837,41-9021.00,Real Estate Brokers,Time Sharing,-1.2158025493657807
7839,41-9021.00,Real Estate Brokers,Written Comprehension,0.5329799683331701
7840,41-9022.00,Real Estate Sales Agents,Deductive Reasoning,-0.06075011787552672
7844,41-9022.00,Real Estate Sales Agents,Mathematical Reasoning,0.4715211744652451
7845,41-9022.00,Real Estate Sales Agents,Memorization,0.6350194792365467
7846,41-9022.00,Real Estate Sales Agents,Perceptual Speed,-0.6278488818877812
7847,41-9022.00,Real Estate Sales Agents,Problem Sensitivity,-0.7020668176704756
7848,41-9022.00,Real Estate Sales Agents,Selective Attention,-1.588897238266114
7850,41-9022.00,Real Estate Sales Agents,Speed of Closure,0.1120275893721921
7851,41-9022.00,Real Estate Sales Agents,Time Sharing,-0.2637111862067713
