,O*NET-SOC Code,Title,Element Name,activity_score
19991,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Operating Vehicles, Mechanized Devices, or Equipment",0.34002878154767474
19992,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Organizing, Planning, and Prioritizing Work",-0.9539843610781109
19993,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Performing Administrative Activities,-0.7505327722966019
19994,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Performing General Physical Activities,2.204738765033572
19995,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Performing for or Working Directly with the Public,0.9646595306388468
19996,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Processing Information,-1.114938725377444
19997,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Providing Consultation and Advice to Others,-0.025198093728153455
19998,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Repairing and Maintaining Electronic Equipment,-0.5896541518161447
19999,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Repairing and Maintaining Mechanical Equipment,-0.07440985072101412
20000,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Resolving Conflicts and Negotiating with Others,0.018604941299068523
20001,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Scheduling Work and Activities,-0.960416201106015
20002,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Selling or Influencing Others,-0.5717793816640282
20003,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Staffing Organizational Units,0.13156888464950606
20004,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Thinking Creatively,-0.9887488903553749
20005,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Training and Teaching Others,0.2988500008068591
20006,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Updating and Using Relevant Knowledge,-0.6224895524545564
20007,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Working with Computers,-1.1365789499796533
20008,33-9093.00,Transportation Security Screeners,Analyzing Data or Information,-0.8163017739370845
20009,33-9093.00,Transportation Security Screeners,Assisting and Caring for Others,-0.2782755186639315
20010,33-9093.00,Transportation Security Screeners,Coaching and Developing Others,0.17883503269386744
20011,33-9093.00,Transportation Security Screeners,Communicating with People Outside the Organization,-0.847625701750906
20012,33-9093.00,Transportation Security Screeners,"Communicating with Supervisors, Peers, or Subordinates",-0.3608201924347027
20013,33-9093.00,Transportation Security Screeners,Controlling Machines and Processes,0.13135069519283754
20014,33-9093.00,Transportation Security Screeners,Coordinating the Work and Activities of Others,-0.28892496664759854
20015,33-9093.00,Transportation Security Screeners,Developing Objectives and Strategies,-0.995618064937743
20016,33-9093.00,Transportation Security Screeners,Developing and Building Teams,0.0990546172158518
20017,33-9093.00,Transportation Security Screeners,Documenting/Recording Information,-0.7445480485809459
20018,33-9093.00,Transportation Security Screeners,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8648256912606266
20019,33-9093.00,Transportation Security Screeners,Establishing and Maintaining Interpersonal Relationships,-0.7362039984318568
20020,33-9093.00,Transportation Security Screeners,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.7091778819444963
20021,33-9093.00,Transportation Security Screeners,Evaluating Information to Determine Compliance with Standards,0.007174990230537393
20022,33-9093.00,Transportation Security Screeners,Getting Information,-0.08775247661776432
20023,33-9093.00,Transportation Security Screeners,"Guiding, Directing, and Motivating Subordinates",0.17021377285444217
20024,33-9093.00,Transportation Security Screeners,Handling and Moving Objects,1.123376532304118
20025,33-9093.00,Transportation Security Screeners,"Identifying Objects, Actions, and Events",0.3589748750167618
20026,33-9093.00,Transportation Security Screeners,"Inspecting Equipment, Structures, or Materials",0.07948382667732419
20027,33-9093.00,Transportation Security Screeners,Interpreting the Meaning of Information for Others,-0.3804797458112061
20028,33-9093.00,Transportation Security Screeners,"Judging the Qualities of Objects, Services, or People",-0.978686144292484
20029,33-9093.00,Transportation Security Screeners,Making Decisions and Solving Problems,-0.6302391620987544
20030,33-9093.00,Transportation Security Screeners,"Monitoring Processes, Materials, or Surroundings",-0.6692124088228822
20031,33-9093.00,Transportation Security Screeners,Monitoring and Controlling Resources,-0.586160238594077
20032,33-9093.00,Transportation Security Screeners,"Operating Vehicles, Mechanized Devices, or Equipment",-0.6905033505296453
20033,33-9093.00,Transportation Security Screeners,"Organizing, Planning, and Prioritizing Work",-2.014268062443109
20034,33-9093.00,Transportation Security Screeners,Performing Administrative Activities,-0.6886387785415169
20035,33-9093.00,Transportation Security Screeners,Performing General Physical Activities,0.8880683124228802
20036,33-9093.00,Transportation Security Screeners,Performing for or Working Directly with the Public,1.1013522887115907
20037,33-9093.00,Transportation Security Screeners,Processing Information,-1.185273175655989
20038,33-9093.00,Transportation Security Screeners,Providing Consultation and Advice to Others,-0.7020944630036798
20039,33-9093.00,Transportation Security Screeners,Repairing and Maintaining Electronic Equipment,0.5634950366543224
20040,33-9093.00,Transportation Security Screeners,Repairing and Maintaining Mechanical Equipment,-0.42986403954550606
20041,33-9093.00,Transportation Security Screeners,Resolving Conflicts and Negotiating with Others,-0.04212700560384577
20042,33-9093.00,Transportation Security Screeners,Scheduling Work and Activities,-0.7778959352078922
20043,33-9093.00,Transportation Security Screeners,Selling or Influencing Others,-0.9508114398006813
20044,33-9093.00,Transportation Security Screeners,Staffing Organizational Units,0.20993281059608712
20045,33-9093.00,Transportation Security Screeners,Thinking Creatively,-1.4082287729510374
20046,33-9093.00,Transportation Security Screeners,Training and Teaching Others,-0.08885564081696147
20047,33-9093.00,Transportation Security Screeners,Updating and Using Relevant Knowledge,-0.44787758817314444
20048,33-9093.00,Transportation Security Screeners,Working with Computers,-0.8104155332351091
20049,33-9099.02,Retail Loss Prevention Specialists,Analyzing Data or Information,0.9791392462498786
20050,33-9099.02,Retail Loss Prevention Specialists,Assisting and Caring for Others,-0.2388149042916982
20051,33-9099.02,Retail Loss Prevention Specialists,Coaching and Developing Others,-0.06810265973452974
20052,33-9099.02,Retail Loss Prevention Specialists,Communicating with People Outside the Organization,-0.33865287603396343
20053,33-9099.02,Retail Loss Prevention Specialists,"Communicating with Supervisors, Peers, or Subordinates",1.149365950363157
20054,33-9099.02,Retail Loss Prevention Specialists,Controlling Machines and Processes,-0.6201986994980252
20055,33-9099.02,Retail Loss Prevention Specialists,Coordinating the Work and Activities of Others,-0.7358319205387046
20056,33-9099.02,Retail Loss Prevention Specialists,Developing Objectives and Strategies,0.3362282478611117
20057,33-9099.02,Retail Loss Prevention Specialists,Developing and Building Teams,0.42874769166680915
20058,33-9099.02,Retail Loss Prevention Specialists,Documenting/Recording Information,1.1448441445304316
20059,33-9099.02,Retail Loss Prevention Specialists,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.5064600501464912
20060,33-9099.02,Retail Loss Prevention Specialists,Establishing and Maintaining Interpersonal Relationships,0.3270673701248319
20061,33-9099.02,Retail Loss Prevention Specialists,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.3261470353898427
20062,33-9099.02,Retail Loss Prevention Specialists,Evaluating Information to Determine Compliance with Standards,1.7906700262727049
20063,33-9099.02,Retail Loss Prevention Specialists,Getting Information,0.4108676927270918
20064,33-9099.02,Retail Loss Prevention Specialists,"Guiding, Directing, and Motivating Subordinates",0.3260366508475173
20065,33-9099.02,Retail Loss Prevention Specialists,Handling and Moving Objects,-0.421699288373866
20066,33-9099.02,Retail Loss Prevention Specialists,"Identifying Objects, Actions, and Events",1.1059711688559088
20067,33-9099.02,Retail Loss Prevention Specialists,"Inspecting Equipment, Structures, or Materials",0.1149233391055443
20068,33-9099.02,Retail Loss Prevention Specialists,Interpreting the Meaning of Information for Others,-0.011959326337118966
20069,33-9099.02,Retail Loss Prevention Specialists,"Judging the Qualities of Objects, Services, or People",0.6618644287005727
20070,33-9099.02,Retail Loss Prevention Specialists,Making Decisions and Solving Problems,0.7905816766652483
20071,33-9099.02,Retail Loss Prevention Specialists,"Monitoring Processes, Materials, or Surroundings",1.1900412020187632
20072,33-9099.02,Retail Loss Prevention Specialists,Monitoring and Controlling Resources,-0.19474343506457267
20073,33-9099.02,Retail Loss Prevention Specialists,"Operating Vehicles, Mechanized Devices, or Equipment",0.09836569710400137
20074,33-9099.02,Retail Loss Prevention Specialists,"Organizing, Planning, and Prioritizing Work",0.8413386005330848
20075,33-9099.02,Retail Loss Prevention Specialists,Performing Administrative Activities,0.7390743612262067
20076,33-9099.02,Retail Loss Prevention Specialists,Performing General Physical Activities,-0.017238865154898964
20077,33-9099.02,Retail Loss Prevention Specialists,Performing for or Working Directly with the Public,-0.24874128170101953
20078,33-9099.02,Retail Loss Prevention Specialists,Processing Information,1.27754744251243
20079,33-9099.02,Retail Loss Prevention Specialists,Providing Consultation and Advice to Others,-0.11405241187579308
20080,33-9099.02,Retail Loss Prevention Specialists,Repairing and Maintaining Electronic Equipment,0.1576601443115175
20081,33-9099.02,Retail Loss Prevention Specialists,Repairing and Maintaining Mechanical Equipment,-0.5390349779435955
20082,33-9099.02,Retail Loss Prevention Specialists,Resolving Conflicts and Negotiating with Others,0.4742022585523716
20083,33-9099.02,Retail Loss Prevention Specialists,Scheduling Work and Activities,0.5539036503464156
20084,33-9099.02,Retail Loss Prevention Specialists,Selling or Influencing Others,-0.3591797394668376
20085,33-9099.02,Retail Loss Prevention Specialists,Staffing Organizational Units,-0.4762749646059878
20086,33-9099.02,Retail Loss Prevention Specialists,Thinking Creatively,-0.30763675917339206
20087,33-9099.02,Retail Loss Prevention Specialists,Training and Teaching Others,0.25941921723405376
20088,33-9099.02,Retail Loss Prevention Specialists,Updating and Using Relevant Knowledge,0.2551972213647693
20089,33-9099.02,Retail Loss Prevention Specialists,Working with Computers,0.45420536229911584
20090,35-1011.00,Chefs and Head Cooks,Analyzing Data or Information,-0.5171673221057679
20091,35-1011.00,Chefs and Head Cooks,Assisting and Caring for Others,-0.07588567283907961
20092,35-1011.00,Chefs and Head Cooks,Coaching and Developing Others,1.7793445330000663
20093,35-1011.00,Chefs and Head Cooks,Communicating with People Outside the Organization,-0.13484265919552507
20094,35-1011.00,Chefs and Head Cooks,"Communicating with Supervisors, Peers, or Subordinates",-0.280973757666137
20095,35-1011.00,Chefs and Head Cooks,Controlling Machines and Processes,0.07468559469783298
20096,35-1011.00,Chefs and Head Cooks,Coordinating the Work and Activities of Others,1.5568682002038796
20097,35-1011.00,Chefs and Head Cooks,Developing Objectives and Strategies,-0.2062967450481988
20098,35-1011.00,Chefs and Head Cooks,Developing and Building Teams,1.455386885526751
20099,35-1011.00,Chefs and Head Cooks,Documenting/Recording Information,-0.8743161096748997
20100,35-1011.00,Chefs and Head Cooks,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.053348884603843495
20101,35-1011.00,Chefs and Head Cooks,Establishing and Maintaining Interpersonal Relationships,0.15519928937406816
20102,35-1011.00,Chefs and Head Cooks,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.26255529109208636
20103,35-1011.00,Chefs and Head Cooks,Evaluating Information to Determine Compliance with Standards,-0.47087121625085837
20104,35-1011.00,Chefs and Head Cooks,Getting Information,-0.3870251220776562
20105,35-1011.00,Chefs and Head Cooks,"Guiding, Directing, and Motivating Subordinates",1.9788735697548108
20106,35-1011.00,Chefs and Head Cooks,Handling and Moving Objects,0.7553682601490768
20107,35-1011.00,Chefs and Head Cooks,"Identifying Objects, Actions, and Events",-0.0048295230737834685
20108,35-1011.00,Chefs and Head Cooks,"Inspecting Equipment, Structures, or Materials",-0.11501038384087287
20109,35-1011.00,Chefs and Head Cooks,Interpreting the Meaning of Information for Others,-0.9756051376014337
20110,35-1011.00,Chefs and Head Cooks,"Judging the Qualities of Objects, Services, or People",-0.40159794015747113
20111,35-1011.00,Chefs and Head Cooks,Making Decisions and Solving Problems,-0.5728541680028256
20112,35-1011.00,Chefs and Head Cooks,"Monitoring Processes, Materials, or Surroundings",-0.7272327630247619
20113,35-1011.00,Chefs and Head Cooks,Monitoring and Controlling Resources,2.2654945577989696
20114,35-1011.00,Chefs and Head Cooks,"Operating Vehicles, Mechanized Devices, or Equipment",-0.16665528306353863
20115,35-1011.00,Chefs and Head Cooks,"Organizing, Planning, and Prioritizing Work",0.6327876563352474
20116,35-1011.00,Chefs and Head Cooks,Performing Administrative Activities,0.4023044270355055
20117,35-1011.00,Chefs and Head Cooks,Performing General Physical Activities,0.8766733297241075
20118,35-1011.00,Chefs and Head Cooks,Performing for or Working Directly with the Public,0.49155400862229154
20119,35-1011.00,Chefs and Head Cooks,Processing Information,-0.8400277551511857
20120,35-1011.00,Chefs and Head Cooks,Providing Consultation and Advice to Others,0.5412985242601016
20121,35-1011.00,Chefs and Head Cooks,Repairing and Maintaining Electronic Equipment,-0.34094611776558154
20122,35-1011.00,Chefs and Head Cooks,Repairing and Maintaining Mechanical Equipment,0.24247526343175782
20123,35-1011.00,Chefs and Head Cooks,Resolving Conflicts and Negotiating with Others,1.179621154229917
20124,35-1011.00,Chefs and Head Cooks,Scheduling Work and Activities,0.9367201448659283
20125,35-1011.00,Chefs and Head Cooks,Selling or Influencing Others,-0.043203765781063726
20126,35-1011.00,Chefs and Head Cooks,Staffing Organizational Units,2.2636957781998994
20127,35-1011.00,Chefs and Head Cooks,Thinking Creatively,0.09845843042946993
20128,35-1011.00,Chefs and Head Cooks,Training and Teaching Others,0.9608932217563699
20129,35-1011.00,Chefs and Head Cooks,Updating and Using Relevant Knowledge,-1.0295930702335703
20130,35-1011.00,Chefs and Head Cooks,Working with Computers,-0.31399321801877994
20131,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Analyzing Data or Information,-0.2548228038201633
20132,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Assisting and Caring for Others,0.1683903607739315
20133,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Coaching and Developing Others,1.2928618940125585
20134,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Communicating with People Outside the Organization,0.014422346968810638
20135,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Communicating with Supervisors, Peers, or Subordinates",-0.45859653349597085
20136,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Controlling Machines and Processes,-0.08124074660539905
20137,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Coordinating the Work and Activities of Others,1.1383990498318888
20138,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Developing Objectives and Strategies,-0.026905535982393577
20139,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Developing and Building Teams,1.2057905039753058
20140,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Documenting/Recording Information,-0.5643136589171022
20141,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",0.0027332846851356738
20142,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Establishing and Maintaining Interpersonal Relationships,0.6579901875392368
20143,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Estimating the Quantifiable Characteristics of Products, Events, or Information",0.19005649159167787
20144,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Evaluating Information to Determine Compliance with Standards,0.26208500165116116
20145,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Getting Information,0.3614078512045181
20146,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Guiding, Directing, and Motivating Subordinates",1.5991941191010162
20147,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Handling and Moving Objects,0.369073783410029
20148,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Identifying Objects, Actions, and Events",0.30675676106450395
20149,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Inspecting Equipment, Structures, or Materials",0.5692903831172075
20150,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Interpreting the Meaning of Information for Others,-0.1229371714474799
20151,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Judging the Qualities of Objects, Services, or People",0.3377491531087893
20152,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Making Decisions and Solving Problems,-0.43582497806523746
20153,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Monitoring Processes, Materials, or Surroundings",-0.19189246582299127
20154,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Monitoring and Controlling Resources,1.272558511684124
20155,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Operating Vehicles, Mechanized Devices, or Equipment",-0.10797363318500983
20156,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,"Organizing, Planning, and Prioritizing Work",-0.1405638058940692
20157,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Performing Administrative Activities,1.6273317410997652
20158,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Performing General Physical Activities,0.5688328125684619
20159,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Performing for or Working Directly with the Public,1.070269544158528
20160,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Processing Information,-1.1480237884688436
20161,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Providing Consultation and Advice to Others,0.10224396703490049
20162,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Repairing and Maintaining Electronic Equipment,0.9858651238776044
20163,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Repairing and Maintaining Mechanical Equipment,0.5410986941047763
20164,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Resolving Conflicts and Negotiating with Others,0.96430769913458
20165,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Scheduling Work and Activities,0.8022866970472108
20166,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Selling or Influencing Others,0.5130634914636448
20167,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Staffing Organizational Units,2.5183785375262877
20168,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Thinking Creatively,-0.5614380613086003
20169,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Training and Teaching Others,0.5531803786619816
20170,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Updating and Using Relevant Knowledge,-0.7260923097890241
20171,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Working with Computers,0.24223901469349274
20172,35-2011.00,"Cooks, Fast Food",Analyzing Data or Information,-1.465603735888048
20173,35-2011.00,"Cooks, Fast Food",Assisting and Caring for Others,-0.8612724844963462
20174,35-2011.00,"Cooks, Fast Food",Coaching and Developing Others,-0.8129717570507076
20175,35-2011.00,"Cooks, Fast Food",Communicating with People Outside the Organization,-1.0839514335800726
20176,35-2011.00,"Cooks, Fast Food","Communicating with Supervisors, Peers, or Subordinates",-1.8725340905616457
20177,35-2011.00,"Cooks, Fast Food",Controlling Machines and Processes,-0.37179535905525163
20178,35-2011.00,"Cooks, Fast Food",Coordinating the Work and Activities of Others,-0.9689161926537426
20179,35-2011.00,"Cooks, Fast Food",Developing Objectives and Strategies,-1.2666342576728569
20180,35-2011.00,"Cooks, Fast Food",Developing and Building Teams,-0.6813134687739005
20181,35-2011.00,"Cooks, Fast Food",Documenting/Recording Information,-1.7327857799734416
20182,35-2011.00,"Cooks, Fast Food","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.7135583831735293
20183,35-2011.00,"Cooks, Fast Food",Establishing and Maintaining Interpersonal Relationships,-2.077550521002149
20184,35-2011.00,"Cooks, Fast Food","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.8255833710461595
20185,35-2011.00,"Cooks, Fast Food",Evaluating Information to Determine Compliance with Standards,-2.0602231785251175
20186,35-2011.00,"Cooks, Fast Food",Getting Information,-1.979562411821714
20187,35-2011.00,"Cooks, Fast Food","Guiding, Directing, and Motivating Subordinates",-0.8112677381054422
20188,35-2011.00,"Cooks, Fast Food",Handling and Moving Objects,-0.0690805226586798
20189,35-2011.00,"Cooks, Fast Food","Identifying Objects, Actions, and Events",-1.7270820642191662
20190,35-2011.00,"Cooks, Fast Food","Inspecting Equipment, Structures, or Materials",-1.2547444265598893
20191,35-2011.00,"Cooks, Fast Food",Interpreting the Meaning of Information for Others,-1.2640161797064937
20192,35-2011.00,"Cooks, Fast Food","Judging the Qualities of Objects, Services, or People",-1.851638967818599
20193,35-2011.00,"Cooks, Fast Food",Making Decisions and Solving Problems,-2.05857776594451
20194,35-2011.00,"Cooks, Fast Food","Monitoring Processes, Materials, or Surroundings",-2.0222295815134306
20195,35-2011.00,"Cooks, Fast Food",Monitoring and Controlling Resources,-0.712279422477869
20196,35-2011.00,"Cooks, Fast Food","Operating Vehicles, Mechanized Devices, or Equipment",-0.7323079081221433
20197,35-2011.00,"Cooks, Fast Food","Organizing, Planning, and Prioritizing Work",-1.7514731094968958
20198,35-2011.00,"Cooks, Fast Food",Performing Administrative Activities,-1.6250463551483794
20199,35-2011.00,"Cooks, Fast Food",Performing General Physical Activities,-0.18278141947117396
20200,35-2011.00,"Cooks, Fast Food",Performing for or Working Directly with the Public,-0.4835705253249017
20201,35-2011.00,"Cooks, Fast Food",Processing Information,-1.4825796841294483
20202,35-2011.00,"Cooks, Fast Food",Providing Consultation and Advice to Others,-0.8322823308788366
20203,35-2011.00,"Cooks, Fast Food",Repairing and Maintaining Electronic Equipment,-0.6697584570918731
20204,35-2011.00,"Cooks, Fast Food",Repairing and Maintaining Mechanical Equipment,-0.36739511135793396
20205,35-2011.00,"Cooks, Fast Food",Resolving Conflicts and Negotiating with Others,-0.7421405425760689
20206,35-2011.00,"Cooks, Fast Food",Scheduling Work and Activities,-1.568642385096744
20207,35-2011.00,"Cooks, Fast Food",Selling or Influencing Others,-0.29829725323901535
20208,35-2011.00,"Cooks, Fast Food",Staffing Organizational Units,-0.7582006536587161
20209,35-2011.00,"Cooks, Fast Food",Thinking Creatively,-1.2725142114426418
20210,35-2011.00,"Cooks, Fast Food",Training and Teaching Others,-0.8687899741691621
20211,35-2011.00,"Cooks, Fast Food",Updating and Using Relevant Knowledge,-1.548460538162787
20212,35-2011.00,"Cooks, Fast Food",Working with Computers,-1.254316766234334
20213,35-2012.00,"Cooks, Institution and Cafeteria",Analyzing Data or Information,-0.8642353668208979
20214,35-2012.00,"Cooks, Institution and Cafeteria",Assisting and Caring for Others,0.2251626391261158
20215,35-2012.00,"Cooks, Institution and Cafeteria",Coaching and Developing Others,-0.4014955180450914
20216,35-2012.00,"Cooks, Institution and Cafeteria",Communicating with People Outside the Organization,-1.106944434952827
20217,35-2012.00,"Cooks, Institution and Cafeteria","Communicating with Supervisors, Peers, or Subordinates",-0.7883794963375987
20218,35-2012.00,"Cooks, Institution and Cafeteria",Controlling Machines and Processes,-0.2473851568153601
20219,35-2012.00,"Cooks, Institution and Cafeteria",Coordinating the Work and Activities of Others,-0.4466120585773836
20220,35-2012.00,"Cooks, Institution and Cafeteria",Developing Objectives and Strategies,-0.9019816008921816
20221,35-2012.00,"Cooks, Institution and Cafeteria",Developing and Building Teams,-0.6966454353445233
20222,35-2012.00,"Cooks, Institution and Cafeteria",Documenting/Recording Information,-1.1442917322634396
20223,35-2012.00,"Cooks, Institution and Cafeteria","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8405270061042316
20224,35-2012.00,"Cooks, Institution and Cafeteria",Establishing and Maintaining Interpersonal Relationships,-0.23929818457091118
20225,35-2012.00,"Cooks, Institution and Cafeteria","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.40634622438770684
20226,35-2012.00,"Cooks, Institution and Cafeteria",Evaluating Information to Determine Compliance with Standards,-0.4389223911105668
20227,35-2012.00,"Cooks, Institution and Cafeteria",Getting Information,-0.4400813398798234
20228,35-2012.00,"Cooks, Institution and Cafeteria","Guiding, Directing, and Motivating Subordinates",-0.27629144318022897
20229,35-2012.00,"Cooks, Institution and Cafeteria",Handling and Moving Objects,0.07461867470384695
20230,35-2012.00,"Cooks, Institution and Cafeteria","Identifying Objects, Actions, and Events",-0.17259544267824
20231,35-2012.00,"Cooks, Institution and Cafeteria","Inspecting Equipment, Structures, or Materials",-0.29005855816994597
20232,35-2012.00,"Cooks, Institution and Cafeteria",Interpreting the Meaning of Information for Others,-0.7026283293670407
20233,35-2012.00,"Cooks, Institution and Cafeteria","Judging the Qualities of Objects, Services, or People",-0.40846564197651475
20234,35-2012.00,"Cooks, Institution and Cafeteria",Making Decisions and Solving Problems,-1.482852978925712
20235,35-2012.00,"Cooks, Institution and Cafeteria","Monitoring Processes, Materials, or Surroundings",-0.7268372170147744
20236,35-2012.00,"Cooks, Institution and Cafeteria",Monitoring and Controlling Resources,-0.18440185438760306
20237,35-2012.00,"Cooks, Institution and Cafeteria","Operating Vehicles, Mechanized Devices, or Equipment",-0.47157370939525506
20238,35-2012.00,"Cooks, Institution and Cafeteria","Organizing, Planning, and Prioritizing Work",-0.5817031571285534
20239,35-2012.00,"Cooks, Institution and Cafeteria",Performing Administrative Activities,-1.0691730902793906
20240,35-2012.00,"Cooks, Institution and Cafeteria",Performing General Physical Activities,0.0309221685423587
20241,35-2012.00,"Cooks, Institution and Cafeteria",Performing for or Working Directly with the Public,-0.489989141790926
20242,35-2012.00,"Cooks, Institution and Cafeteria",Processing Information,-1.074098838280974
20243,35-2012.00,"Cooks, Institution and Cafeteria",Providing Consultation and Advice to Others,-0.708263376315537
20244,35-2012.00,"Cooks, Institution and Cafeteria",Repairing and Maintaining Electronic Equipment,-0.8871601388815852
20245,35-2012.00,"Cooks, Institution and Cafeteria",Repairing and Maintaining Mechanical Equipment,-0.6046306788945498
20246,35-2012.00,"Cooks, Institution and Cafeteria",Resolving Conflicts and Negotiating with Others,-0.19095063169712062
20247,35-2012.00,"Cooks, Institution and Cafeteria",Scheduling Work and Activities,-0.9687582376665659
20248,35-2012.00,"Cooks, Institution and Cafeteria",Selling or Influencing Others,-0.7085421818587649
20249,35-2012.00,"Cooks, Institution and Cafeteria",Staffing Organizational Units,-0.33442728567405616
20250,35-2012.00,"Cooks, Institution and Cafeteria",Thinking Creatively,-1.3116361782318797
20251,35-2012.00,"Cooks, Institution and Cafeteria",Training and Teaching Others,-0.49319443443819166
20252,35-2012.00,"Cooks, Institution and Cafeteria",Updating and Using Relevant Knowledge,-1.4644583024861912
20253,35-2012.00,"Cooks, Institution and Cafeteria",Working with Computers,-1.520415076501619
20254,35-2013.00,"Cooks, Private Household",Analyzing Data or Information,-1.2756281307683814
20255,35-2013.00,"Cooks, Private Household",Assisting and Caring for Others,-0.3129404278823916
20256,35-2013.00,"Cooks, Private Household",Coaching and Developing Others,-0.8447405838943963
20257,35-2013.00,"Cooks, Private Household",Communicating with People Outside the Organization,-0.2532818832996849
20258,35-2013.00,"Cooks, Private Household","Communicating with Supervisors, Peers, or Subordinates",-2.384459438748309
20259,35-2013.00,"Cooks, Private Household",Controlling Machines and Processes,-0.3720734017465911
20260,35-2013.00,"Cooks, Private Household",Coordinating the Work and Activities of Others,-0.7841021848020058
20261,35-2013.00,"Cooks, Private Household",Developing Objectives and Strategies,-0.7136824073029712
20262,35-2013.00,"Cooks, Private Household",Developing and Building Teams,-1.3884139474108819
20263,35-2013.00,"Cooks, Private Household",Documenting/Recording Information,-1.3598665412064748
20264,35-2013.00,"Cooks, Private Household","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8791731056868534
